   2022     12     15   12.00      8352.00  -0.35925E+01   0.00000E+00  -0.68285E-11   0.96347E-01   0.14113E+01   0.00000E+00  -0.35925E+01   0.54743E+01  -0.83784E+01   0.44460E+02  -0.98886E+02  -0.45968E+01   0.51872E-02   0.26264E-11   0.86302E-03       0.40      14.55     0.0000  0.00   0.53666E-02  -0.44310E+00     0.0055     0.0109     0.0634     0.4440     1.4113
   2022     12     16   12.00      8376.00  -0.45467E+01   0.00000E+00  -0.76627E-11   0.21040E+00   0.19378E+01   0.00000E+00  -0.45467E+01   0.54743E+01  -0.19789E+02   0.50354E+02  -0.93370E+02  -0.41525E+01   0.72070E-02   0.22151E-15   0.41338E-03       0.40      13.55     0.0000  0.00  -0.85967E-03  -0.13991E+00     0.0187     0.0426     0.1961     0.8770     1.9378
   2022     12     17   12.00      8400.00  -0.52569E+01   0.00000E+00  -0.16496E-10   0.36571E+00   0.22576E+01   0.00000E+00  -0.52569E+01   0.54743E+01  -0.49154E+02   0.70363E+02  -0.84013E+02  -0.37294E+01   0.11093E-01   0.15693E-30   0.47078E-18       0.40      10.24     0.0000  0.00  -0.10285E-17  -0.13760E-15     0.1184     0.1528     0.3630     1.2072     2.2576
   2022     12     18   12.00      8424.00  -0.60217E+01   0.00000E+00  -0.28741E-10   0.49720E+00   0.24761E+01   0.00000E+00  -0.60217E+01   0.54743E+01  -0.83829E+02   0.87899E+02  -0.66875E+02  -0.34069E+01   0.14554E-01   0.34283E-69   0.24371E-58       0.40       7.93     0.0000  0.00  -0.54652E-58  -0.71656E-56     0.1915     0.2563     0.5261     1.4636     2.4761
   2022     12     19   12.00      8448.00  -0.70186E+01   0.00000E+00  -0.45594E-10   0.61145E+00   0.26596E+01   0.00000E+00  -0.70186E+01   0.54743E+01  -0.81759E+02   0.74514E+02  -0.55560E+02  -0.32459E+01   0.13114E-01   0.27023-110   0.13056E-98       0.40       7.90     0.0000  0.00  -0.28655E-98  -0.38214E-96     0.2439     0.3500     0.6847     1.6759     2.6596
   2022     12     20   12.00      8472.00  -0.87021E+01   0.00000E+00  -0.73171E-10   0.72312E+00   0.28383E+01   0.00000E+00  -0.87021E+01   0.54743E+01  -0.71736E+02   0.66243E+02  -0.57312E+02  -0.31223E+01   0.13392E-01   0.27980-151   0.78293-139       0.40       8.33     0.0000  0.00  -0.17102-138  -0.22887-136     0.2930     0.4445     0.8442     1.8740     2.8383
   2022     12     21   12.00      8496.00  -0.94343E+01   0.00000E+00  -0.12084E-09   0.82751E+00   0.29835E+01   0.00000E+00  -0.94343E+01   0.54743E+01  -0.79384E+02   0.74953E+02  -0.58374E+02  -0.29333E+01   0.16123E-01   0.00000E+00   0.46445-179       0.40       7.28     0.0000  0.00  -0.10138-178  -0.13574-176     0.3337     0.5363     0.9995     2.0524     2.9835
   2022     12     22   12.00      8520.00  -0.76972E+01   0.00000E+00  -0.18169E-09   0.91664E+00   0.30956E+01   0.00000E+00  -0.76972E+01   0.54743E+01  -0.11386E+03   0.92178E+02  -0.41119E+02  -0.28271E+01   0.19030E-01   0.00000E+00   0.27943-219       0.40       6.46     0.0000  0.00  -0.60997-219  -0.81681-217     0.3619     0.6209     1.1386     2.1952     3.0956
   2022     12     23   12.00      8544.00  -0.60516E+01   0.00000E+00  -0.22798E-09   0.99395E+00   0.32044E+01   0.00000E+00  -0.60516E+01   0.54743E+01  -0.14412E+03   0.10519E+03  -0.23884E+02  -0.28780E+01   0.20216E-01   0.00000E+00   0.18965-259       0.40       7.47     0.0000  0.00  -0.41405-259  -0.55460-257     0.3856     0.7004     1.2583     2.3098     3.2044
   2022     12     24   12.00      8568.00  -0.70127E+01   0.00000E+00  -0.25533E-09   0.10721E+01   0.33230E+01   0.00000E+00  -0.70127E+01   0.54743E+01  -0.14402E+03   0.11144E+03  -0.30228E+02  -0.29059E+01   0.21388E-01   0.00000E+00   0.14387-299       0.40       8.44     0.0000  0.00  -0.31413-299  -0.42077-297     0.4152     0.7807     1.3725     2.4245     3.3230
   2022     12     25   12.00      8592.00  -0.83965E+01   0.00000E+00  -0.32543E-09   0.11507E+01   0.34250E+01   0.00000E+00  -0.83965E+01   0.54743E+01  -0.11058E+03   0.99535E+02  -0.51760E+02  -0.27988E+01   0.20875E-01   0.00000E+00   0.49407-323       0.40       7.78     0.0000  0.00   0.57806-321   0.32855-319     0.4459     0.8597     1.4870     2.5418     3.4250
   2022     12     26   12.00      8616.00  -0.80238E+01   0.00000E+00  -0.42196E-09   0.12229E+01   0.35091E+01   0.00000E+00  -0.80238E+01   0.54743E+01  -0.76264E+02   0.77291E+02  -0.63831E+02  -0.27038E+01   0.15810E-01   0.00000E+00   0.49407-323       0.40       7.16     0.0000  0.00   0.57806-321   0.32855-319     0.4710     0.9335     1.5959     2.6477     3.5091
   2022     12     27   12.00      8640.00  -0.75702E+01   0.00000E+00  -0.51732E-09   0.12894E+01   0.35966E+01   0.00000E+00  -0.75702E+01   0.54743E+01  -0.43536E+02   0.43904E+02  -0.63172E+02  -0.27169E+01   0.81733E-02   0.00000E+00   0.49407-323       0.40       8.10     0.0000  0.00   0.57806-321   0.32855-319     0.4938     1.0033     1.6963     2.7425     3.5966
   2022     12     28   12.00      8664.00  -0.82627E+01   0.00000E+00  -0.62453E-09   0.13591E+01   0.37010E+01   0.00000E+00  -0.82627E+01   0.54743E+01  -0.30843E+02   0.26118E+02  -0.58080E+02  -0.27593E+01   0.51087E-02   0.00000E+00   0.49407-323       0.40       9.73     0.0000  0.00   0.57806-321   0.32855-319     0.5229     1.0753     1.7956     2.8421     3.7010
   2022     12     29   12.00      8688.00  -0.85451E+01   0.00000E+00  -0.76117E-09   0.14324E+01   0.38124E+01   0.00000E+00  -0.85451E+01   0.54743E+01  -0.40113E+02   0.27239E+02  -0.49931E+02  -0.27919E+01   0.58871E-02   0.00000E+00   0.49407-323       0.40      11.38     0.0000  0.00   0.57806-321   0.32855-319     0.5568     1.1507     1.8965     2.9475     3.8124
   2022     12     30   12.00      8712.00  -0.76508E+01   0.00000E+00  -0.90730E-09   0.15086E+01   0.39371E+01   0.00000E+00  -0.76508E+01   0.54743E+01  -0.54843E+02   0.28789E+02  -0.36751E+02  -0.28773E+01   0.64485E-02   0.00000E+00   0.49407-323       0.40      13.87     0.0000  0.00   0.57806-321   0.32855-319     0.5943     1.2296     1.9979     3.0574     3.9371
   2022     12     31   12.00      8736.00  -0.61509E+01   0.00000E+00  -0.94277E-09   0.15845E+01   0.40585E+01   0.00000E+00  -0.61509E+01   0.54743E+01  -0.80190E+02   0.36399E+02  -0.19013E+02  -0.30973E+01   0.82312E-02   0.00000E+00   0.49407-323       0.40      15.16     0.0000  0.00   0.57806-321   0.32855-319     0.6315     1.3094     2.0967     3.1681     4.0585
   2023      1      1   12.00      8760.00  -0.54931E+01   0.00000E+00  -0.97862E-09   0.16541E+01   0.41145E+01   0.00000E+00  -0.54931E+01   0.54743E+01  -0.95284E+02   0.39964E+02  -0.74840E+01  -0.34119E+01   0.98397E-02   0.00000E+00   0.49407-323       0.40      14.93     0.0000  0.00  -0.39525-322   0.20380-319     0.6603     1.3822     2.1878     3.2833     4.1145
