   2022     12     15   12.00      8352.00  -0.42474E+01   0.00000E+00  -0.66987E-08   0.77557E-01   0.19327E+01   0.00000E+00  -0.42474E+01   0.35177E+01   0.48050E+01   0.59800E+02  -0.16991E+03  -0.41673E+01   0.70777E-02   0.33140E-16   0.36745E-02       0.40      15.87     0.0000  0.00   0.83787E-01  -0.37333E+01     0.0085     0.0173     0.0358     0.6151     1.9327
   2022     12     16   12.00      8376.00  -0.50111E+01   0.00000E+00  -0.70839E-08   0.14893E+00   0.25214E+01   0.00000E+00  -0.50111E+01   0.35177E+01  -0.31976E+02   0.66619E+02  -0.13995E+03  -0.32356E+01   0.10169E-01   0.29096E-22   0.15276E-02       0.40      11.53     0.0000  0.00   0.30900E-01  -0.95548E+00     0.0117     0.0264     0.1209     1.0829     2.5214
   2022     12     17   12.00      8400.00  -0.46181E+01   0.00000E+00  -0.91528E-08   0.24717E+00   0.28544E+01   0.00000E+00  -0.46181E+01   0.35177E+01  -0.92328E+02   0.10395E+03  -0.11692E+03  -0.29412E+01   0.16782E-01   0.18634E-34   0.92858E-11       0.40       8.64     0.0000  0.00  -0.12799E-09  -0.68723E-08     0.0669     0.0895     0.2470     1.3878     2.8544
   2022     12     18   12.00      8424.00  -0.51026E+01   0.00000E+00  -0.11601E-07   0.33986E+00   0.31245E+01   0.00000E+00  -0.51026E+01   0.35177E+01  -0.11260E+03   0.11276E+03  -0.10546E+03  -0.29294E+01   0.18486E-01   0.82543E-52   0.31009E-28       0.40      10.37     0.0000  0.00  -0.20636E-27  -0.18498E-25     0.1247     0.1558     0.3651     1.6282     3.1245
   2022     12     19   12.00      8448.00  -0.64675E+01   0.00000E+00  -0.14626E-07   0.43715E+00   0.34212E+01   0.00000E+00  -0.64675E+01   0.35177E+01  -0.96266E+02   0.92745E+02  -0.10178E+03  -0.30387E+01   0.16294E-01   0.80890E-69   0.56920E-45       0.40      14.83     0.0000  0.00  -0.35296E-44  -0.33513E-42     0.1873     0.2272     0.4888     1.8685     3.4212
   2022     12     20   12.00      8472.00  -0.83225E+01   0.00000E+00  -0.19528E-07   0.53879E+00   0.36979E+01   0.00000E+00  -0.83225E+01   0.35177E+01  -0.78980E+02   0.78477E+02  -0.10480E+03  -0.30131E+01   0.15725E-01   0.14305E-85   0.15614E-61       0.40      16.13     0.0000  0.00  -0.87553E-61  -0.89565E-59     0.2530     0.3039     0.6197     2.1080     3.6979
   2022     12     21   12.00      8496.00  -0.90950E+01   0.00000E+00  -0.26291E-07   0.63005E+00   0.38789E+01   0.00000E+00  -0.90950E+01   0.35177E+01  -0.86450E+02   0.87350E+02  -0.10620E+03  -0.28194E+01   0.18691E-01   0.19701-102   0.60630E-78       0.40      12.67     0.0000  0.00  -0.31406E-77  -0.34350E-75     0.3059     0.3762     0.7476     2.3084     3.8789
   2022     12     22   12.00      8520.00  -0.73505E+01   0.00000E+00  -0.34280E-07   0.70152E+00   0.39691E+01   0.00000E+00  -0.73505E+01   0.35177E+01  -0.12396E+03   0.10677E+03  -0.88116E+02  -0.26802E+01   0.21899E-01   0.25867-119   0.30369E-94       0.40       9.07     0.0000  0.00  -0.14754E-93  -0.16999E-91     0.3393     0.4378     0.8603     2.4462     3.9691
   2022     12     23   12.00      8544.00  -0.56859E+01   0.00000E+00  -0.40426E-07   0.76577E+00   0.40772E+01   0.00000E+00  -0.56859E+01   0.35177E+01  -0.15589E+03   0.12052E+03  -0.69929E+02  -0.34985E+01   0.23006E-01   0.31640-136   0.20363-110       0.40      13.78     0.0000  0.00  -0.97018-110  -0.11372-107     0.3698     0.4966     0.9608     2.5613     4.0772
   2022     12     24   12.00      8568.00  -0.66555E+01   0.00000E+00  -0.45173E-07   0.84923E+00   0.41634E+01   0.00000E+00  -0.66555E+01   0.35177E+01  -0.15396E+03   0.12599E+03  -0.77331E+02  -0.54325E+01   0.23964E-01   0.12824-152   0.15462-126       0.40      20.05     0.0000  0.00  -0.73658-126  -0.86373-124     0.4247     0.5681     1.0700     2.7381     4.1634
   2022     12     25   12.00      8592.00  -0.80725E+01   0.00000E+00  -0.51862E-07   0.93514E+00   0.41689E+01   0.00000E+00  -0.80725E+01   0.35177E+01  -0.11786E+03   0.11193E+03  -0.99381E+02  -0.58852E+01   0.23320E-01   0.00000E+00   0.11444-142       0.40      17.92     0.0000  0.00  -0.54539-142  -0.63924-140     0.4786     0.6429     1.1834     2.9215     4.1689
   2022     12     26   12.00      8616.00  -0.76507E+01   0.00000E+00  -0.60505E-07   0.10060E+01   0.41289E+01   0.00000E+00  -0.76507E+01   0.35177E+01  -0.81799E+02   0.86993E+02  -0.11050E+03  -0.55566E+01   0.17655E-01   0.00000E+00   0.82489-159       0.40      14.12     0.0000  0.00  -0.39230-158  -0.46045-156     0.5127     0.7101     1.2875     3.0564     4.1289
   2022     12     27   12.00      8640.00  -0.71097E+01   0.00000E+00  -0.69476E-07   0.10697E+01   0.41508E+01   0.00000E+00  -0.71097E+01   0.35177E+01  -0.49681E+02   0.50846E+02  -0.10647E+03  -0.57260E+01   0.94323E-02   0.00000E+00   0.63010-175       0.40      16.39     0.0000  0.00  -0.29807-174  -0.35151-172     0.5407     0.7737     1.3835     3.1653     4.1508
   2022     12     28   12.00      8664.00  -0.78514E+01   0.00000E+00  -0.79409E-07   0.11432E+01   0.41394E+01   0.00000E+00  -0.78514E+01   0.35177E+01  -0.39043E+02   0.31827E+02  -0.98088E+02  -0.69534E+01   0.63061E-02   0.00000E+00   0.50546-191       0.40      19.38     0.0000  0.00  -0.23898-190  -0.28192-188     0.5816     0.8432     1.4845     3.2998     4.1394
   2022     12     29   12.00      8688.00  -0.82451E+01   0.00000E+00  -0.91784E-07   0.12157E+01   0.41452E+01   0.00000E+00  -0.82451E+01   0.35177E+01  -0.46692E+02   0.30758E+02  -0.89370E+02  -0.68288E+01   0.66879E-02   0.00000E+00   0.40618-207       0.40      18.62     0.0000  0.00  -0.19173-206  -0.22651-204     0.6201     0.9132     1.5866     3.4204     4.1452
   2022     12     30   12.00      8712.00  -0.71330E+01   0.00000E+00  -0.10429E-06   0.12864E+01   0.41393E+01   0.00000E+00  -0.71330E+01   0.35177E+01  -0.61062E+02   0.33620E+02  -0.77862E+02  -0.72442E+01   0.72295E-02   0.00000E+00   0.32633-223       0.40      21.48     0.0000  0.00  -0.15400-222  -0.18199-220     0.6559     0.9827     1.6880     3.5297     4.1393
   2022     12     31   12.00      8736.00  -0.57500E+01   0.00000E+00  -0.11052E-06   0.13634E+01   0.41400E+01   0.00000E+00  -0.57500E+01   0.35177E+01  -0.80511E+02   0.43151E+02  -0.67944E+02  -0.82026E+01   0.95503E-02   0.00000E+00   0.27003-239       0.40      24.72     0.0000  0.00  -0.12746-238  -0.15064-236     0.7001     1.0566     1.7920     3.6487     4.1400
   2023      1      1   12.00      8760.00  -0.56336E+01   0.00000E+00  -0.11730E-06   0.14384E+01   0.41412E+01   0.00000E+00  -0.56336E+01   0.35177E+01  -0.89358E+02   0.44107E+02  -0.60053E+02  -0.81882E+01   0.11668E-01   0.00000E+00   0.23343-255       0.40      24.64     0.0000  0.00  -0.11020-254  -0.13023-252     0.7410     1.1300     1.8970     3.7531     4.1412
