   2022     12     14   12.00      8328.00  -0.17290E+02   0.00000E+00  -0.17876E-07   0.20502E+01   0.40915E+01   0.00000E+00  -0.56135E-02  -0.17287E+02  -0.26110E+02  -0.57790E+01  -0.36700E+02  -0.32882E+01   0.89538E-02   0.00000E+00   0.00000E+00       0.85      16.69     0.0000  0.00   0.21195-320  -0.81299-319     0.6710     2.0872     3.2712     4.0058     4.0915
   2022     12     15   12.00      8352.00  -0.20109E+02   0.00000E+00  -0.18303E-07   0.20556E+01   0.40915E+01   0.00000E+00  -0.61366E-02  -0.20109E+02  -0.28536E+02  -0.39909E+00  -0.39653E+02  -0.32581E+01   0.73580E-02   0.00000E+00   0.00000E+00       0.85      15.87     0.0000  0.00   0.21195-320  -0.81299-319     0.6742     2.0969     3.2776     4.0053     4.0915
   2022     12     16   12.00      8376.00  -0.17603E+02   0.00000E+00  -0.18770E-07   0.20608E+01   0.40915E+01   0.00000E+00  -0.61812E-02  -0.17601E+02  -0.26437E+02  -0.50139E+00  -0.41650E+02  -0.32280E+01   0.10451E-01   0.00000E+00   0.00000E+00       0.85      11.53     0.0000  0.00   0.21195-320  -0.81299-319     0.6773     2.1063     3.2837     4.0047     4.0915
   2022     12     17   12.00      8400.00  -0.14895E+02   0.00000E+00  -0.19126E-07   0.20654E+01   0.40916E+01   0.00000E+00  -0.51067E-02  -0.14895E+02  -0.35308E+02   0.97448E+01  -0.43025E+02  -0.31970E+01   0.17144E-01   0.00000E+00   0.00000E+00       0.85       8.64     0.0000  0.00   0.21195-320  -0.81299-319     0.6797     2.1150     3.2888     4.0040     4.0916
   2022     12     18   12.00      8424.00  -0.15223E+02   0.00000E+00  -0.19390E-07   0.20694E+01   0.40918E+01   0.00000E+00  -0.52839E-02  -0.15223E+02  -0.47629E+02   0.15337E+02  -0.36297E+02  -0.31661E+01   0.18876E-01   0.00000E+00   0.00000E+00       0.85      10.37     0.0000  0.00   0.21195-320  -0.81299-319     0.6817     2.1229     3.2931     4.0032     4.0918
   2022     12     19   12.00      8448.00  -0.17233E+02   0.00000E+00  -0.19754E-07   0.20735E+01   0.40922E+01   0.00000E+00  -0.62491E-02  -0.17233E+02  -0.53209E+02   0.10942E+02  -0.26320E+02  -0.31366E+01   0.16660E-01   0.00000E+00   0.00000E+00       0.85      14.83     0.0000  0.00   0.21195-320  -0.81299-319     0.6840     2.1309     3.2974     4.0024     4.0922
   2022     12     20   12.00      8472.00  -0.19794E+02   0.00000E+00  -0.20299E-07   0.20780E+01   0.40926E+01   0.00000E+00  -0.75640E-02  -0.19794E+02  -0.54511E+02   0.74309E+01  -0.21508E+02  -0.31085E+01   0.16098E-01   0.00000E+00   0.00000E+00       0.85      16.13     0.0000  0.00   0.21195-320  -0.81299-319     0.6869     2.1393     3.3019     4.0016     4.0926
   2022     12     21   12.00      8496.00  -0.20273E+02   0.00000E+00  -0.21053E-07   0.20829E+01   0.40929E+01   0.00000E+00  -0.86151E-02  -0.20273E+02  -0.51220E+02   0.11459E+02  -0.28827E+02  -0.30817E+01   0.19121E-01   0.00000E+00   0.00000E+00       0.85      12.67     0.0000  0.00   0.21195-320  -0.81299-319     0.6904     2.1481     3.3068     4.0009     4.0929
   2022     12     22   12.00      8520.00  -0.17316E+02   0.00000E+00  -0.21867E-07   0.20878E+01   0.40932E+01   0.00000E+00  -0.82569E-02  -0.17316E+02  -0.47116E+02   0.13567E+02  -0.35039E+02  -0.30548E+01   0.22352E-01   0.00000E+00   0.00000E+00       0.85       9.07     0.0000  0.00   0.21195-320  -0.81299-319     0.6938     2.1568     3.3114     4.0003     4.0932
   2022     12     23   12.00      8544.00  -0.14975E+02   0.00000E+00  -0.22494E-07   0.20917E+01   0.40935E+01   0.00000E+00  -0.69174E-02  -0.14975E+02  -0.54013E+02   0.14610E+02  -0.29185E+02  -0.30277E+01   0.23452E-01   0.00000E+00   0.00000E+00       0.85      13.78     0.0000  0.00   0.21195-320  -0.81299-319     0.6963     2.1646     3.3148     3.9996     4.0935
   2022     12     24   12.00      8568.00  -0.16353E+02   0.00000E+00  -0.22969E-07   0.20950E+01   0.40936E+01   0.00000E+00  -0.68075E-02  -0.16353E+02  -0.62301E+02   0.21923E+02  -0.28210E+02  -0.30058E+01   0.24445E-01   0.00000E+00   0.00000E+00       0.85      20.05     0.0000  0.00   0.21195-320  -0.81299-319     0.6983     2.1714     3.3168     3.9999     4.0936
   2022     12     25   12.00      8592.00  -0.18132E+02   0.00000E+00  -0.23532E-07   0.20983E+01   0.40907E+01   0.00000E+00  -0.77048E-02  -0.18132E+02  -0.40932E+02   0.18895E+02  -0.46552E+02  -0.30140E+01   0.23805E-01   0.00000E+00   0.00000E+00       0.85      17.92     0.0000  0.00   0.21195-320  -0.81299-319     0.7005     2.1784     3.3171     4.0022     4.0907
   2022     12     26   12.00      8616.00  -0.17401E+02   0.00000E+00  -0.24257E-07   0.21019E+01   0.40923E+01   0.00000E+00  -0.82330E-02  -0.17401E+02  -0.14009E+02   0.12616E+02  -0.67195E+02  -0.29719E+01   0.18027E-01   0.00000E+00   0.00000E+00       0.85      14.12     0.0000  0.00   0.21195-320  -0.81299-319     0.7032     2.1855     3.3194     4.0022     4.0923
   2022     12     27   12.00      8640.00  -0.16731E+02   0.00000E+00  -0.24974E-07   0.21052E+01   0.40893E+01   0.00000E+00  -0.78805E-02  -0.16731E+02  -0.73424E+01   0.55437E+01  -0.66790E+02  -0.29610E+01   0.96727E-02   0.00000E+00   0.00000E+00       0.85      16.39     0.0000  0.00   0.21195-320  -0.81299-319     0.7057     2.1923     3.3199     4.0035     4.0893
   2022     12     28   12.00      8664.00  -0.17836E+02   0.00000E+00  -0.25680E-07   0.21083E+01   0.40897E+01   0.00000E+00  -0.82138E-02  -0.17836E+02  -0.13290E+02   0.92583E+00  -0.56224E+02  -0.29301E+01   0.65151E-02   0.00000E+00   0.00000E+00       0.85      19.38     0.0000  0.00   0.21195-320  -0.81299-319     0.7081     2.1988     3.3210     4.0039     4.0897
   2022     12     29   12.00      8688.00  -0.18160E+02   0.00000E+00  -0.26489E-07   0.21115E+01   0.40888E+01   0.00000E+00  -0.86197E-02  -0.18160E+02  -0.19118E+02  -0.66398E+00  -0.48807E+02  -0.29093E+01   0.69015E-02   0.00000E+00   0.00000E+00       0.85      18.62     0.0000  0.00   0.21195-320  -0.81299-319     0.7106     2.2053     3.3219     4.0043     4.0888
   2022     12     30   12.00      8712.00  -0.16172E+02   0.00000E+00  -0.27285E-07   0.21144E+01   0.40885E+01   0.00000E+00  -0.79267E-02  -0.16172E+02  -0.21410E+02  -0.78568E+00  -0.46392E+02  -0.28845E+01   0.74432E-02   0.00000E+00   0.00000E+00       0.85      21.48     0.0000  0.00   0.21195-320  -0.81299-319     0.7130     2.2115     3.3228     4.0042     4.0885
   2022     12     31   12.00      8736.00  -0.14338E+02   0.00000E+00  -0.27803E-07   0.21164E+01   0.40882E+01   0.00000E+00  -0.65502E-02  -0.14338E+02  -0.22928E+02  -0.48138E+01  -0.40846E+02  -0.28610E+01   0.97472E-02   0.00000E+00   0.00000E+00       0.85      24.72     0.0000  0.00   0.21195-320  -0.81299-319     0.7144     2.2164     3.3227     4.0038     4.0882
   2023      1      1   12.00      8760.00  -0.14222E+02   0.00000E+00  -0.28168E-07   0.21178E+01   0.40879E+01   0.00000E+00  -0.64192E-02  -0.14222E+02  -0.20859E+02  -0.14549E+02  -0.33181E+02  -0.28385E+01   0.11870E-01   0.00000E+00   0.00000E+00       0.85      24.64     0.0000  0.00   0.21195-320  -0.81299-319     0.7153     2.2206     3.3221     4.0032     4.0879
